timestamp_ms,elapsed_s,run_id,robot_id,expert_name,fault_active,fault_label,fault_subsystem,severity,heartbeat_counter,heartbeat_interval_ms,watchdog_count,packet_error_count,task_loop_time_ms,control_loop_jitter_ms,uart_rx_errors,telemetry_valid,telemetry_age_ms
1000,0.000,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1000,750,0,0,12,2,0,0,750
1100,0.100,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1001,750,0,1,13,3,0,0,750
1200,0.200,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1002,750,0,0,14,2,0,0,750
1300,0.300,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1003,750,0,1,12,3,0,0,750
1400,0.400,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1004,750,0,0,13,2,0,0,750
1500,0.500,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1005,750,0,1,14,3,0,0,750
1600,0.600,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1006,750,0,0,12,2,0,0,750
1700,0.700,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1007,750,0,1,13,3,0,0,750
1800,0.800,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1008,750,0,0,14,2,0,0,750
1900,0.900,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1009,750,0,1,12,3,0,0,750
2000,1.000,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1010,750,0,0,13,2,0,0,750
2100,1.100,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1011,750,0,1,14,3,0,0,750
2200,1.200,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1012,750,0,0,12,2,0,0,750
2300,1.300,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1013,750,0,1,13,3,0,0,750
2400,1.400,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1014,750,0,0,14,2,0,0,750
2500,1.500,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1015,750,0,1,12,3,0,0,750
2600,1.600,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1016,750,0,0,13,2,0,0,750
2700,1.700,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1017,750,0,1,14,3,0,0,750
