timestamp_ms,elapsed_s,run_id,robot_id,expert_name,fault_active,fault_label,fault_subsystem,severity,battery_voltage_v,battery_current_a,battery_power_w
1000,0.000,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.600,1.070,13.482
1100,0.100,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.090,0.840,10.156
1200,0.200,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.580,0.860,10.819
1300,0.300,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.070,1.130,13.639
1400,0.400,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.560,0.820,10.299
1500,0.500,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.050,0.840,10.122
1600,0.600,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.540,1.110,13.919
1700,0.700,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.030,0.880,10.586
1800,0.800,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.520,0.820,10.266
1900,0.900,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.010,1.090,13.091
2000,1.000,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.500,0.860,10.750
2100,1.100,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,11.990,0.880,10.551
2200,1.200,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.480,1.070,13.354
2300,1.300,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,11.970,0.840,10.055
2400,1.400,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.460,0.860,10.716
2500,1.500,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,11.950,1.130,13.503
2600,1.600,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,12.440,0.820,10.201
2700,1.700,loose_power_connection_run_004,porter_dev,power_expert,1,loose_power_connection,power,1,11.930,0.840,10.021
